20240730-1352-glibc-default index i5 scalability-yes-32-1000-1-1722368989 1000 yes 32 10 1 simple 1 1 8537.267556 0.117
20240730-1352-glibc-default index i5 scalability-yes-32-1000-1-1722368989 1000 yes 32 10 1 simple 4 1 31817.769402 0.126
20240730-1352-glibc-default index i5 scalability-yes-32-1000-1-1722368989 1000 yes 32 10 1 simple 16 1 29872.645220 0.536
20240730-1352-glibc-default index i5 scalability-yes-32-1000-1-1722368989 1000 yes 32 10 1 prepared 1 1 21089.353905 0.047
20240730-1352-glibc-default index i5 scalability-yes-32-1000-1-1722368989 1000 yes 32 10 1 prepared 4 1 74297.521769 0.054
20240730-1352-glibc-default index i5 scalability-yes-32-1000-1-1722368989 1000 yes 32 10 1 prepared 16 1 69024.267644 0.232
20240730-1352-glibc-default index i5 scalability-yes-512-32768-100-1722390822 32768 yes 512 10 100 simple 1 1 2689.586225 0.372
20240730-1352-glibc-default index i5 scalability-yes-512-32768-100-1722390822 32768 yes 512 10 100 simple 4 1 12230.303474 0.327
20240730-1352-glibc-default index i5 scalability-yes-512-32768-100-1722390822 32768 yes 512 10 100 simple 16 1 9145.881641 1.749
20240730-1352-glibc-default index i5 scalability-yes-512-32768-100-1722390822 32768 yes 512 10 100 prepared 1 1 20899.603410 0.048
20240730-1352-glibc-default index i5 scalability-yes-512-32768-100-1722390822 32768 yes 512 10 100 prepared 4 1 74173.236963 0.054
20240730-1352-glibc-default index i5 scalability-yes-512-32768-100-1722390822 32768 yes 512 10 100 prepared 16 1 70875.558286 0.226
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1-1722411388 32768 yes 128 10 1 simple 1 1 8482.595482 0.118
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1-1722411388 32768 yes 128 10 1 simple 4 1 31385.078632 0.127
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1-1722411388 32768 yes 128 10 1 simple 16 1 29459.257197 0.543
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1-1722411388 32768 yes 128 10 1 prepared 1 1 20913.905944 0.048
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1-1722411388 32768 yes 128 10 1 prepared 4 1 73801.683264 0.054
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1-1722411388 32768 yes 128 10 1 prepared 16 1 70412.464384 0.227
20240730-1352-glibc-default index i5 scalability-no-0-32768-1000-1722384174 32768 no 0 10 1000 simple 1 1 387.269638 2.582
20240730-1352-glibc-default index i5 scalability-no-0-32768-1000-1722384174 32768 no 0 10 1000 simple 4 1 986.695114 4.054
20240730-1352-glibc-default index i5 scalability-no-0-32768-1000-1722384174 32768 no 0 10 1000 simple 16 1 898.585484 17.806
20240730-1352-glibc-default index i5 scalability-no-0-32768-1000-1722384174 32768 no 0 10 1000 prepared 1 1 20700.327491 0.048
20240730-1352-glibc-default index i5 scalability-no-0-32768-1000-1722384174 32768 no 0 10 1000 prepared 4 1 72861.188691 0.055
20240730-1352-glibc-default index i5 scalability-no-0-32768-1000-1722384174 32768 no 0 10 1000 prepared 16 1 66365.532975 0.241
20240730-1352-glibc-default index i5 scalability-yes-1-1000-100-1722348836 1000 yes 1 10 100 simple 1 1 2401.764588 0.416
20240730-1352-glibc-default index i5 scalability-yes-1-1000-100-1722348836 1000 yes 1 10 100 simple 4 1 10537.073901 0.380
20240730-1352-glibc-default index i5 scalability-yes-1-1000-100-1722348836 1000 yes 1 10 100 simple 16 1 7944.382520 2.014
20240730-1352-glibc-default index i5 scalability-yes-1-1000-100-1722348836 1000 yes 1 10 100 prepared 1 1 20907.865507 0.048
20240730-1352-glibc-default index i5 scalability-yes-1-1000-100-1722348836 1000 yes 1 10 100 prepared 4 1 74067.250189 0.054
20240730-1352-glibc-default index i5 scalability-yes-1-1000-100-1722348836 1000 yes 1 10 100 prepared 16 1 71007.206135 0.225
20240730-1352-glibc-default index i5 scalability-yes-128-1000-100-1722349247 1000 yes 128 10 100 simple 1 1 2504.192156 0.399
20240730-1352-glibc-default index i5 scalability-yes-128-1000-100-1722349247 1000 yes 128 10 100 simple 4 1 11310.567966 0.354
20240730-1352-glibc-default index i5 scalability-yes-128-1000-100-1722349247 1000 yes 128 10 100 simple 16 1 8803.163322 1.818
20240730-1352-glibc-default index i5 scalability-yes-128-1000-100-1722349247 1000 yes 128 10 100 prepared 1 1 20957.139348 0.048
20240730-1352-glibc-default index i5 scalability-yes-128-1000-100-1722349247 1000 yes 128 10 100 prepared 4 1 74683.420471 0.054
20240730-1352-glibc-default index i5 scalability-yes-128-1000-100-1722349247 1000 yes 128 10 100 prepared 16 1 70618.016742 0.227
20240730-1352-glibc-default index i5 scalability-yes-32-32768-0-1722418541 32768 yes 32 10 0 simple 1 1 8663.314098 0.115
20240730-1352-glibc-default index i5 scalability-yes-32-32768-0-1722418541 32768 yes 32 10 0 simple 4 1 31836.752332 0.126
20240730-1352-glibc-default index i5 scalability-yes-32-32768-0-1722418541 32768 yes 32 10 0 simple 16 1 30346.576128 0.527
20240730-1352-glibc-default index i5 scalability-yes-32-32768-0-1722418541 32768 yes 32 10 0 prepared 1 1 21401.573685 0.047
20240730-1352-glibc-default index i5 scalability-yes-32-32768-0-1722418541 32768 yes 32 10 0 prepared 4 1 74474.973041 0.054
20240730-1352-glibc-default index i5 scalability-yes-32-32768-0-1722418541 32768 yes 32 10 0 prepared 16 1 70742.417517 0.226
20240730-1352-glibc-default index i5 scalability-no-8-1000-1-1722370070 1000 no 8 10 1 simple 1 1 8568.431179 0.117
20240730-1352-glibc-default index i5 scalability-no-8-1000-1-1722370070 1000 no 8 10 1 simple 4 1 31624.982145 0.126
20240730-1352-glibc-default index i5 scalability-no-8-1000-1-1722370070 1000 no 8 10 1 simple 16 1 29687.527371 0.539
20240730-1352-glibc-default index i5 scalability-no-8-1000-1-1722370070 1000 no 8 10 1 prepared 1 1 21290.230112 0.047
20240730-1352-glibc-default index i5 scalability-no-8-1000-1-1722370070 1000 no 8 10 1 prepared 4 1 74274.143553 0.054
20240730-1352-glibc-default index i5 scalability-no-8-1000-1-1722370070 1000 no 8 10 1 prepared 16 1 71004.424424 0.225
20240730-1352-glibc-default index i5 scalability-no-512-1000-100-1722349864 1000 no 512 10 100 simple 1 1 2513.122707 0.398
20240730-1352-glibc-default index i5 scalability-no-512-1000-100-1722349864 1000 no 512 10 100 simple 4 1 11277.211435 0.355
20240730-1352-glibc-default index i5 scalability-no-512-1000-100-1722349864 1000 no 512 10 100 simple 16 1 8592.479304 1.862
20240730-1352-glibc-default index i5 scalability-no-512-1000-100-1722349864 1000 no 512 10 100 prepared 1 1 20973.985804 0.048
20240730-1352-glibc-default index i5 scalability-no-512-1000-100-1722349864 1000 no 512 10 100 prepared 4 1 73316.386555 0.055
20240730-1352-glibc-default index i5 scalability-no-512-1000-100-1722349864 1000 no 512 10 100 prepared 16 1 68605.843555 0.233
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1000-1722383895 32768 yes 128 10 1000 simple 1 1 414.476678 2.413
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1000-1722383895 32768 yes 128 10 1000 simple 4 1 1191.568662 3.357
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1000-1722383895 32768 yes 128 10 1000 simple 16 1 1140.724805 14.026
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1000-1722383895 32768 yes 128 10 1000 prepared 1 1 20461.948365 0.049
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1000-1722383895 32768 yes 128 10 1000 prepared 4 1 71770.142057 0.056
20240730-1352-glibc-default index i5 scalability-yes-128-32768-1000-1722383895 32768 yes 128 10 1000 prepared 16 1 67876.728496 0.236
20240730-1352-glibc-default index i5 scalability-no-8-32768-0-1722419622 32768 no 8 10 0 simple 1 1 8655.383070 0.116
20240730-1352-glibc-default index i5 scalability-no-8-32768-0-1722419622 32768 no 8 10 0 simple 4 1 32107.167659 0.125
20240730-1352-glibc-default index i5 scalability-no-8-32768-0-1722419622 32768 no 8 10 0 simple 16 1 30214.641334 0.530
20240730-1352-glibc-default index i5 scalability-no-8-32768-0-1722419622 32768 no 8 10 0 prepared 1 1 21543.568325 0.046
20240730-1352-glibc-default index i5 scalability-no-8-32768-0-1722419622 32768 no 8 10 0 prepared 4 1 73668.108717 0.054
20240730-1352-glibc-default index i5 scalability-no-8-32768-0-1722419622 32768 no 8 10 0 prepared 16 1 70492.069254 0.227
20240730-1352-glibc-default index i5 scalability-no-8-1000-100-1722349761 1000 no 8 10 100 simple 1 1 2525.021679 0.396
20240730-1352-glibc-default index i5 scalability-no-8-1000-100-1722349761 1000 no 8 10 100 simple 4 1 11296.867236 0.354
