20240730-1353-glibc-default count xeon scalability-no-8-1000-0-1722381979 1000 no 8 0 simple 1 1 10922.890308 0.092
20240730-1353-glibc-default count xeon scalability-no-8-1000-0-1722381979 1000 no 8 0 simple 16 1 123181.877140 0.130
20240730-1353-glibc-default count xeon scalability-no-8-1000-0-1722381979 1000 no 8 0 simple 32 1 184859.765245 0.173
20240730-1353-glibc-default count xeon scalability-no-8-1000-0-1722381979 1000 no 8 0 prepared 1 1 14417.442366 0.069
20240730-1353-glibc-default count xeon scalability-no-8-1000-0-1722381979 1000 no 8 0 prepared 16 1 155195.740003 0.103
20240730-1353-glibc-default count xeon scalability-no-8-1000-0-1722381979 1000 no 8 0 prepared 32 1 226506.649910 0.141
20240730-1353-glibc-default count xeon scalability-yes-128-32768-100-1722395983 32768 yes 128 100 simple 1 1 1995.503092 0.501
20240730-1353-glibc-default count xeon scalability-yes-128-32768-100-1722395983 32768 yes 128 100 simple 16 1 24489.705226 0.653
20240730-1353-glibc-default count xeon scalability-yes-128-32768-100-1722395983 32768 yes 128 100 simple 32 1 30922.304346 1.035
20240730-1353-glibc-default count xeon scalability-yes-128-32768-100-1722395983 32768 yes 128 100 prepared 1 1 1675.447655 0.597
20240730-1353-glibc-default count xeon scalability-yes-128-32768-100-1722395983 32768 yes 128 100 prepared 16 1 20073.251819 0.797
20240730-1353-glibc-default count xeon scalability-yes-128-32768-100-1722395983 32768 yes 128 100 prepared 32 1 26956.682263 1.187
20240730-1353-glibc-default count xeon scalability-yes-512-32768-1000-1722388834 32768 yes 512 1000 simple 1 1 167.201053 5.981
20240730-1353-glibc-default count xeon scalability-yes-512-32768-1000-1722388834 32768 yes 512 1000 simple 16 1 1223.459539 13.078
20240730-1353-glibc-default count xeon scalability-yes-512-32768-1000-1722388834 32768 yes 512 1000 simple 32 1 1444.004648 22.161
20240730-1353-glibc-default count xeon scalability-yes-512-32768-1000-1722388834 32768 yes 512 1000 prepared 1 1 417.448883 2.396
20240730-1353-glibc-default count xeon scalability-yes-512-32768-1000-1722388834 32768 yes 512 1000 prepared 16 1 2848.121367 5.618
20240730-1353-glibc-default count xeon scalability-yes-512-32768-1000-1722388834 32768 yes 512 1000 prepared 32 1 3396.914108 9.420
20240730-1353-glibc-default count xeon scalability-no-32-32768-1-1722417994 32768 no 32 1 simple 1 1 9291.953076 0.108
20240730-1353-glibc-default count xeon scalability-no-32-32768-1-1722417994 32768 no 32 1 simple 16 1 102700.846209 0.156
20240730-1353-glibc-default count xeon scalability-no-32-32768-1-1722417994 32768 no 32 1 simple 32 1 153871.101788 0.208
20240730-1353-glibc-default count xeon scalability-no-32-32768-1-1722417994 32768 no 32 1 prepared 1 1 12600.557700 0.079
20240730-1353-glibc-default count xeon scalability-no-32-32768-1-1722417994 32768 no 32 1 prepared 16 1 135353.841673 0.118
20240730-1353-glibc-default count xeon scalability-no-32-32768-1-1722417994 32768 no 32 1 prepared 32 1 191709.949350 0.167
20240730-1353-glibc-default count xeon scalability-no-512-32768-0-1722426595 32768 no 512 0 simple 1 1 11051.623690 0.090
20240730-1353-glibc-default count xeon scalability-no-512-32768-0-1722426595 32768 no 512 0 simple 16 1 120194.197846 0.133
20240730-1353-glibc-default count xeon scalability-no-512-32768-0-1722426595 32768 no 512 0 simple 32 1 185025.078685 0.173
20240730-1353-glibc-default count xeon scalability-no-512-32768-0-1722426595 32768 no 512 0 prepared 1 1 16712.055471 0.060
20240730-1353-glibc-default count xeon scalability-no-512-32768-0-1722426595 32768 no 512 0 prepared 16 1 154898.011325 0.103
20240730-1353-glibc-default count xeon scalability-no-512-32768-0-1722426595 32768 no 512 0 prepared 32 1 228506.249708 0.140
20240730-1353-glibc-default count xeon scalability-yes-128-32768-1000-1722388948 32768 yes 128 1000 simple 1 1 174.928023 5.717
20240730-1353-glibc-default count xeon scalability-yes-128-32768-1000-1722388948 32768 yes 128 1000 simple 16 1 1281.479803 12.486
20240730-1353-glibc-default count xeon scalability-yes-128-32768-1000-1722388948 32768 yes 128 1000 simple 32 1 1519.092798 21.065
