20240730-1250-glibc-default count rpi5-64 scalability-no-8-1000-0-1722367896 1000 no 8 0 simple 1 1 10294.674377 0.097
20240730-1250-glibc-default count rpi5-64 scalability-no-8-1000-0-1722367896 1000 no 8 0 simple 4 1 32737.304770 0.122
20240730-1250-glibc-default count rpi5-64 scalability-no-8-1000-0-1722367896 1000 no 8 0 simple 8 1 33190.788407 0.241
20240730-1250-glibc-default count rpi5-64 scalability-no-8-1000-0-1722367896 1000 no 8 0 prepared 1 1 13582.540446 0.074
20240730-1250-glibc-default count rpi5-64 scalability-no-8-1000-0-1722367896 1000 no 8 0 prepared 4 1 42296.916077 0.095
20240730-1250-glibc-default count rpi5-64 scalability-no-8-1000-0-1722367896 1000 no 8 0 prepared 8 1 42348.677514 0.189
20240730-1250-glibc-default count rpi5-64 scalability-yes-128-32768-100-1722381532 32768 yes 128 100 simple 1 1 2251.625135 0.444
20240730-1250-glibc-default count rpi5-64 scalability-yes-128-32768-100-1722381532 32768 yes 128 100 simple 4 1 2921.663352 1.369
20240730-1250-glibc-default count rpi5-64 scalability-yes-128-32768-100-1722381532 32768 yes 128 100 simple 8 1 2309.592432 3.464
20240730-1250-glibc-default count rpi5-64 scalability-yes-128-32768-100-1722381532 32768 yes 128 100 prepared 1 1 2658.539722 0.376
20240730-1250-glibc-default count rpi5-64 scalability-yes-128-32768-100-1722381532 32768 yes 128 100 prepared 4 1 1990.319813 2.010
20240730-1250-glibc-default count rpi5-64 scalability-yes-128-32768-100-1722381532 32768 yes 128 100 prepared 8 1 1717.507228 4.658
20240730-1250-glibc-default count rpi5-64 scalability-yes-512-32768-1000-1722374433 32768 yes 512 1000 simple 1 1 76.520442 13.068
20240730-1250-glibc-default count rpi5-64 scalability-yes-512-32768-1000-1722374433 32768 yes 512 1000 simple 4 1 120.688530 33.143
20240730-1250-glibc-default count rpi5-64 scalability-yes-512-32768-1000-1722374433 32768 yes 512 1000 simple 8 1 116.688510 68.559
20240730-1250-glibc-default count rpi5-64 scalability-yes-512-32768-1000-1722374433 32768 yes 512 1000 prepared 1 1 210.938496 4.741
